Language,basicness_score_experimental,basicness_rank,basicness_score,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_word_frequency,avg_n_senses,normalized_length,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,normalized_n_syn_senses,example_en_lemma,example_en_gloss,ili
it,0.38163780074739506,3,0.01662662300408423,0,0,cathedral,0,2,3,7.5,1.705e-05,1.5,0.3928571428571148,0.0,0.016788858285527095,0.0,0.09090909090908264,0.015624999999999757,cathedral,any large and important church,i51645
nb,0.348970939024749,3,0.00021051327964558854,0,0,cathedral,0,1,1,8.0,1.05e-06,1.0,0.6249999999999218,0.0,0.0014343677380210525,0.0,0.0,0.0,cathedral,any large and important church,i51645
en,0.31295989730095647,2,0.046810939954985184,0,0,cathedral,2,1,2,9.0,9.77e-06,2.0,0.59999999999994,0.14285714285712245,0.014158584997761734,0.00999999999999995,0.0,0.047619047619045354,cathedral,any large and important church,i51645
it,0.6606256923627334,4,0.27400632817362286,0,1,"church, church building",4,1,4,6.0,0.000191,4.0,0.2857142857142653,0.16129032258063475,0.1991328829338437,0.05479452054794446,0.0,0.031249999999999514,church,a place for public (especially Christian) worship,i51914
es,0.5556656802668907,4,0.4264361697250856,0,1,"church, church building",3,1,4,7.0,0.000132,4.0,0.41666666666663194,0.23076923076921302,0.16639226025654777,0.08108108108107888,0.0,0.21428571428569898,church,a place for public (especially Christian) worship,i51914
en,0.4936993983439262,4,0.39009352046198115,0,1,"church, church building",5,2,5,10.5,0.000114,2.5,0.749999999999925,0.21428571428568366,0.24546725495335822,0.024999999999999876,0.09090909090908264,0.19047619047618142,church,a place for public (especially Christian) worship,i51914
nb,0.34147909748581057,3,0.484248605711067,0,1,"church, church building",1,3,3,8.333333333333334,3.0011833333333333e-05,1.0,0.6666666666665834,0.0,0.04329020589144781,0.19999999999996,0.6666666666664445,0.16666666666665278,church,a place for public (especially Christian) worship,i51914
nb,0.8546200049008092,4,0.47089498185139284,1,1,"diadem, crown",0,1,1,5.0,1.48e-05,1.0,0.24999999999996875,0.0,0.021305961085919766,0.0,0.0,0.0,diadem,an ornamental jeweled headdress signifying sovereignty,i52549
it,0.27769169073678823,2,0.13284041678279557,0,0,"diadem, crown",1,2,14,6.5,1.2896e-05,7.0,0.32142857142854847,0.35483870967739645,0.012434405406026623,0.013698630136986115,0.09090909090908264,0.18749999999999709,diadem,an ornamental jeweled headdress signifying sovereignty,i52549
es,0.2612424521679861,2,0.20124610345962216,0,0,"diadem, crown",0,1,6,6.0,2.95e-05,6.0,0.33333333333330556,0.38461538461535505,0.03557070103052839,0.0,0.0,0.3571428571428316,diadem,an ornamental jeweled headdress signifying sovereignty,i52549
en,0.15842091285981613,2,0.33421942422158235,0,0,"diadem, crown",1,2,13,5.5,1.82725e-05,6.5,0.249999999999975,0.7857142857141735,0.03302745160332116,0.004999999999999975,0.09090909090908264,0.5714285714285443,diadem,an ornamental jeweled headdress signifying sovereignty,i52549
en,0.7215567352086525,4,0.24595712664915972,0,1,farm,13,1,1,4.0,5.62e-05,1.0,0.09999999999999,0.0,0.11719668867269548,0.06499999999999968,0.0,0.0,farm,workplace consisting of farm buildings and cultivated land as a unit,i53601
nb,0.29105713994140886,2,0.5352971275303324,0,1,farm,1,3,5,8.0,6.159566666666667e-06,1.6666666666666667,0.6249999999999218,0.07407407407406585,0.008818748173219478,0.19999999999996,0.6666666666664445,0.33333333333330556,farm,workplace consisting of farm buildings and cultivated land as a unit,i53601
it,0.23396782058965482,2,0.1423722447508747,0,0,farm,9,4,12,9.0,6.7666666666666665e-06,3.6666666666666665,0.4999999999999643,0.1397849462365501,0.006009298717834145,0.12328767123287503,0.27272727272724795,0.15624999999999759,farm,workplace consisting of farm buildings and cultivated land as a unit,i53601
es,0.07112270706254994,1,0.567448443886516,0,0,farm,4,4,15,7.666666666666667,1.5083333333333333e-05,4.333333333333333,0.4722222222221829,0.2564102564102367,0.017170595545893143,0.10810810810810519,0.7499999999998125,0.9999999999999286,farm,workplace consisting of farm buildings and cultivated land as a unit,i53601
nb,0.6833031555485507,4,0.23593713314842876,0,1,guitar,0,1,1,5.0,1.32e-05,1.0,0.24999999999996875,0.0,0.018993630223618826,0.0,0.0,0.0,guitar,a stringed instrument usually having six strings; played by strumming or plucking,i54496
es,0.5857152643045749,4,0.31696212506562593,0,1,guitar,1,1,2,8.0,1.86e-05,2.0,0.4999999999999583,0.076923076923071,0.021658944976249258,0.027027027027026296,0.0,0.07142857142856633,guitar,a stringed instrument usually having six strings; played by strumming or plucking,i54496
en,0.432783644364966,4,0.009833775676413107,0,0,guitar,6,1,1,6.0,3.02e-05,1.0,0.29999999999997,0.0,0.05949712598589218,0.02999999999999985,0.0,0.0,guitar,a stringed instrument usually having six strings; played by strumming or plucking,i54496
it,0.3847845483123145,3,0.006825366198952649,0,0,guitar,2,1,2,8.0,1.91e-05,2.0,0.42857142857139796,0.03225806451612695,0.018937781829815967,0.02739726027397223,0.0,0.0,guitar,a stringed instrument usually having six strings; played by strumming or plucking,i54496
nb,0.5007524102165497,4,0.0,0,0,"inn, lodge, hostel",0,1,1,3.0,2.14e-06,1.0,0.0,0.0,0.0030096431379635687,0.0,0.0,0.0,inn,a hotel providing overnight lodging for travelers,i54942
it,0.40114087246394575,3,0.002295618167336429,0,0,"inn, lodge, hostel",1,1,2,7.0,3.31e-06,2.0,0.3571428571428316,0.03225806451612695,0.002385829261854375,0.013698630136986115,0.0,0.0,inn,a hotel providing overnight lodging for travelers,i54942
es,0.2547242090315538,2,0.6965279020393448,0,1,"inn, lodge, hostel",1,5,8,7.666666666666667,3.6666666666666666e-06,2.0,0.4722222222221829,0.076923076923071,0.002599413745921881,0.027027027027026296,0.99999999999975,0.4999999999999643,inn,a hotel providing overnight lodging for travelers,i54942
en,0.2141298039573314,2,0.26221042782345005,0,0,"inn, lodge, hostel",4,5,11,4.666666666666667,8.796666666666667e-06,3.0,0.16666666666665003,0.2857142857142449,0.011998550086922431,0.0199999999999999,0.36363636363633056,0.47619047619045357,inn,a hotel providing overnight lodging for travelers,i54942
nb,0.679849859360811,4,0.23500302686776461,0,1,"boiler, kettle",0,1,1,5.0,2.19e-06,1.0,0.24999999999996875,0.0,0.003081903477410474,0.0,0.0,0.0,boiler,a metal pot for stewing or boiling; usually has a lid,i55356
es,0.3982135278388809,3,7.681605052282269e-05,0,0,"boiler, kettle",0,1,1,7.0,4.57e-06,1.0,0.41666666666663194,0.0,0.0037523452109707025,0.0,0.0,0.0,boiler,a metal pot for stewing or boiling; usually has a lid,i55356
it,0.33685651263600563,2,0.04637347635248973,0,0,"boiler, kettle",0,2,6,8.0,2.389e-06,3.0,0.42857142857139796,0.09677419354838085,0.0014203860500055703,0.0,0.09090909090908264,0.06249999999999903,boiler,a metal pot for stewing or boiling; usually has a lid,i55356
en,0.28542694428736654,2,0.1412155067842359,0,0,"boiler, kettle",1,2,6,6.0,4.2999999999999995e-06,3.0,0.29999999999997,0.2857142857142449,0.002019484694038114,0.004999999999999975,0.09090909090908264,0.23809523809522679,boiler,a metal pot for stewing or boiling; usually has a lid,i55356
en,0.5234095040744208,4,0.4011927113902237,0,1,"horse, knight",0,2,7,5.5,3.83e-05,3.5,0.249999999999975,0.35714285714280614,0.07747275897678091,0.0,0.09090909090908264,0.28571428571427215,horse,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),i55427
nb,0.5226990854719774,4,0.36716453664214815,0,1,"horse, knight",0,2,3,6.0,1.4874999999999999e-05,1.5,0.37499999999995315,0.055555555555549384,0.02141435159509012,0.0,0.33333333333322224,0.16666666666665278,horse,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),i55427
it,0.32253808589744715,2,0.08944052415597463,0,0,"horse, knight",0,1,7,7.0,4.68e-05,7.0,0.3571428571428316,0.35483870967739645,0.047974456062402165,0.0,0.0,0.07812499999999879,horse,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),i55427
es,0.1960955134238289,2,0.282372672533635,0,0,"horse, knight",0,1,8,7.0,3.63e-05,8.0,0.41666666666663194,0.538461538461497,0.04424959471576674,0.0,0.0,0.4999999999999643,horse,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),i55427
es,0.4809778176925265,4,0.40749608442902313,0,1,"memorial, monument",8,1,3,9.0,1.74e-05,3.0,0.5833333333332847,0.153846153846142,0.020127375502383662,0.21621621621621037,0.0,0.14285714285713266,memorial,a structure erected to commemorate persons or events,i56131
nb,0.26931736891234515,2,0.0004488121911637938,0,0,"memorial, monument",0,1,1,11.0,1.38e-06,1.0,0.999999999999875,0.0,0.0019112859783706215,0.0,0.0,0.0,memorial,a structure erected to commemorate persons or events,i56131
en,0.24141918282846284,2,0.15711881517396065,0,0,"memorial, monument",12,2,6,8.0,1.682e-05,3.0,0.49999999999995,0.2857142857142449,0.029804043341683403,0.0599999999999997,0.09090909090908264,0.23809523809522679,memorial,a structure erected to commemorate persons or events,i56131
it,0.21968568054665072,2,0.05439427855130006,0,0,"memorial, monument",9,2,4,16.0,1.077e-05,2.0,0.9999999999999286,0.03225806451612695,0.010205814452290947,0.12328767123287503,0.09090909090908264,0.031249999999999514,memorial,a structure erected to commemorate persons or events,i56131
es,0.4797057866535273,4,0.4064807823140091,0,1,monastery,3,2,3,9.0,1.3000000000000001e-05,1.5,0.5833333333332847,0.0384615384615355,0.014511620764876491,0.08108108108107888,0.2499999999999375,0.14285714285713266,monastery,the residence of a religious community,i56337
en,0.350326751103875,3,0.0037724937037142124,0,0,monastery,4,1,1,9.0,4.47e-06,1.0,0.59999999999994,0.0,0.00239675106545183,0.0199999999999999,0.0,0.0,monastery,the residence of a religious community,i56337
nb,0.2916371581132343,2,0.09344596473668626,0,0,monastery,1,1,2,7.0,4.9e-06,2.0,0.4999999999999375,0.11111111111109877,0.006998413875432693,0.19999999999996,0.0,0.08333333333332639,monastery,the residence of a religious community,i56337
it,0.2849972540781916,2,0.09491306284720964,0,0,monastery,2,2,10,8.5,1.4e-05,5.0,0.4642857142856811,0.22580645161288865,0.01359167935378024,0.02739726027397223,0.09090909090908264,0.12499999999999806,monastery,the residence of a religious community,i56337
nb,0.37768383308007836,3,7.152148906447605e-05,0,0,mosaic,0,1,1,7.0,4.79e-07,1.0,0.4999999999999375,0.0,0.0006091546615374043,0.0,0.0,0.0,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
it,0.35305021801801,3,0.046370644940260594,0,0,mosaic,0,2,6,7.0,2.625e-06,3.0,0.3571428571428316,0.09677419354838085,0.001667774321445655,0.0,0.09090909090908264,0.06249999999999903,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
es,0.2972783114135678,2,0.11886743276208725,0,0,mosaic,0,1,4,7.0,2.75e-06,4.0,0.41666666666663194,0.23076923076921302,0.0014294648422745531,0.0,0.0,0.21428571428569898,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
en,0.22244559264200026,2,0.21748433002906326,0,0,mosaic,0,1,6,6.0,3.8e-06,6.0,0.29999999999997,0.7142857142856123,0.0009098777192918981,0.0,0.0,0.23809523809522679,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
nb,0.6530570731097258,4,0.23548291230373253,0,1,"picture, painting",0,1,1,6.0,5.25e-06,1.0,0.37499999999995315,0.0,0.007504236251561023,0.0,0.0,0.0,picture,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
it,0.5363984473986966,4,0.33263347540733296,0,1,"picture, painting",16,2,8,6.5,3.195e-05,4.0,0.32142857142854847,0.16129032258063475,0.03240786355865108,0.21917808219177784,0.09090909090908264,0.09374999999999854,picture,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
en,0.5173272079509307,4,0.8596971766224181,1,1,"picture, painting",20,2,14,7.5,8.74e-05,7.0,0.449999999999955,0.8571428571427346,0.18643616389685944,0.0999999999999995,0.09090909090908264,0.6190476190475896,picture,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
es,0.35093461093793116,3,0.614163644060987,0,1,"picture, painting",3,2,10,6.5,3.43e-05,5.0,0.37499999999996875,0.307692307692284,0.04169697892599075,0.08108108108107888,0.2499999999999375,0.6428571428570969,picture,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
nb,0.5942051695746252,4,0.2357580112696774,0,1,"terrace, patio",0,1,1,8.0,4.47e-06,1.0,0.6249999999999218,0.0,0.006376974956189316,0.0,0.0,0.0,terrace,usually paved outdoor area adjoining a residence,i57055
